InventoryID,Company,TypeName,GPU,Screen,Memory,Weight,Rating,Price
802,Lenovo,Ultrabook,Intel,14,4,1.7,7,1096
806,Lenovo,Ultrabook,AMD,14,8,1.75,5,1215.38
808,Lenovo,Ultrabook,Intel,12.5,8,1.3,9,1099
809,Lenovo,Ultrabook,Intel,12.5,8,1.36,1,1584
810,Lenovo,Ultrabook,Intel,14,8,1.17,2,1686.64
812,Lenovo,Ultrabook,Intel,14,8,1.32,1,1859
814,Lenovo,Ultrabook,Intel,14,8,1.13,3,1875
815,Lenovo,Ultrabook,Nvidia,14,8,1.96,6,1903
819,Lenovo,Ultrabook,Intel,14,8,1.7,6,1488.99
820,Lenovo,Ultrabook,Intel,12.5,8,1.36,8,1760
821,Lenovo,Ultrabook,Intel,12.5,8,1.3,10,1713.49
824,Asus,Gaming,Nvidia,17.3,16,2.9,1,2122
827,Asus,Gaming,Nvidia,17.3,8,3,7,938
829,Asus,Gaming,Nvidia,15.6,8,2.5,4,1169
834,Asus,Notebook,Intel,15.6,4,2,5,559
835,Asus,Notebook,Intel,15.6,4,2,5,398.99
836,Asus,Notebook,Intel,14,4,2,4,769
841,Asus,Ultrabook,Nvidia,15.6,16,1.8,6,1983
843,Asus,Ultrabook,Intel,13.3,8,1.45,3,1280
845,Dell,Gaming,Nvidia,15.6,16,3.49,3,2813.75
851,Dell,Notebook,AMD,15.6,8,2.02,2,1142.4
852,Dell,Notebook,Nvidia,17.3,8,4.42,1,2046
853,Dell,Notebook,AMD,15.6,8,2.02,1,759
855,Dell,Notebook,AMD,15.6,8,2.2,5,797.41
857,Dell,Notebook,AMD,15.6,8,2.2,9,919
860,Dell,Notebook,Intel,15.6,8,1.9,6,1179
861,Dell,Notebook,Intel,14,8,1.6,10,1126.71
865,Dell,Notebook,Intel,15.6,8,2.18,1,750
869,Dell,Ultrabook,Intel,12.5,16,1.18,1,1859
870,Dell,Ultrabook,Intel,13.3,8,1.21,4,1629
873,Dell,Ultrabook,Intel,13.3,8,1.29,3,1458
874,HP,Notebook,Intel,15.6,4,1.86,10,488.69
875,HP,Notebook,Intel,14,4,1.63,4,722
876,HP,Notebook,AMD,15.6,4,1.86,4,369
878,HP,Notebook,Intel,13.3,4,1.49,1,675
879,HP,Notebook,Intel,15.6,4,2.1,9,347
880,HP,Notebook,AMD,15.6,4,1.86,7,612.61
886,HP,Notebook,Nvidia,15.6,6,2.18,4,799
887,HP,Notebook,AMD,15.6,6,2.19,10,764
891,HP,Notebook,Intel,13.3,8,1.49,5,959
892,HP,Notebook,Intel,15.6,8,2.1,10,794
893,HP,Notebook,Intel,14,8,1.95,6,980
898,HP,Notebook,Nvidia,15.6,8,2.04,1,1018.99
900,HP,Notebook,Intel,14,8,1.95,6,1195
901,HP,Notebook,Intel,15.6,8,1.96,6,679
903,HP,Ultrabook,Intel,13.3,8,1.32,10,1399
904,HP,Ultrabook,Intel,13.3,8,1.16,4,1969
906,HP,Ultrabook,Intel,15.6,8,1.88,10,2171.72
907,Lenovo,Gaming,Nvidia,15.6,16,2.4,3,1398
913,Lenovo,Notebook,Intel,15.6,4,2.2,8,369
915,Lenovo,Notebook,Intel,13.3,4,1.45,9,459.9
916,Lenovo,Notebook,Intel,14,4,1.7,3,599
917,Lenovo,Notebook,Intel,14,4,1.87,6,785
918,Lenovo,Notebook,Intel,15.6,4,2.05,2,630
919,Lenovo,Notebook,Intel,15.6,4,2.2,3,468
920,Lenovo,Notebook,Nvidia,15.6,4,2.2,1,579
921,Lenovo,Notebook,AMD,15.6,4,2.2,4,479
923,Lenovo,Notebook,Nvidia,15.6,4,2.3,4,977
924,Lenovo,Notebook,Intel,15.6,4,2.1,6,398
